数据ID,价格
test_322,61.467705
test_323,75.916466
test_324,55.96904
test_325,68.077225
test_326,74.30288
test_327,63.17534
test_328,68.21851
test_329,83.4105
test_330,60.37738
test_331,61.578186
test_332,70.72385
test_333,72.34658
test_334,63.388756
test_335,60.057446
test_336,66.623024
test_337,62.99458
test_338,62.956127
test_339,69.76958
test_340,102.042076
test_341,72.98896
test_342,71.38507
test_343,61.8571
test_344,78.84782
test_345,62.757782
test_346,75.979515
test_347,61.891823
test_348,58.952454
test_349,73.65804
test_350,60.71557
test_351,59.724655
test_352,76.265656
test_353,63.486748
test_354,60.80264
test_355,79.02826
test_356,63.161556
test_357,57.0652
test_358,74.70893
test_359,62.453514
test_360,59.52063
test_361,59.62115
test_362,79.49733
test_363,65.09072
test_364,62.775017
test_365,75.02758
test_366,59.110725
test_367,68.438866
test_368,76.54426
test_369,66.98418
test_370,76.587166
test_371,73.96494
test_372,61.50717
test_373,63.6159
test_374,64.24836
test_375,59.575306
test_376,60.01368
test_377,69.89649
test_378,61.493874
test_379,75.29786
test_380,60.603073
test_381,63.0949
test_382,56.908497
test_383,72.23183
test_384,61.315426
test_385,71.155525
test_386,76.131226
test_387,75.38554
test_388,63.01639
test_389,62.93878
test_390,61.113113
test_391,73.99787
test_392,57.699352
test_393,67.88102
test_394,60.34662
test_395,60.60382
test_396,66.20304
test_397,62.76146
test_398,76.39165
test_399,62.225983
test_400,69.39546
test_401,75.58595
test_402,68.642006
test_403,84.115425
test_404,63.128227
test_405,69.072945
test_406,69.165504
test_407,83.07255
test_408,66.25484
test_409,76.136734
test_410,76.90676
test_411,58.216774
test_412,62.640114
test_413,66.280914
test_414,73.18239
test_415,81.84695
test_416,67.20518
test_417,74.3193
test_418,62.147358
test_419,64.75526
test_420,59.50608
test_421,68.83189
test_422,82.22554
test_423,74.152534
test_424,84.460335
test_425,61.58663
test_426,65.75218
test_427,78.45745
test_428,69.40778
test_429,61.580875
test_430,62.099068
test_431,68.6037
test_432,60.759537
test_433,70.10356
test_434,62.12575
test_435,75.426544
test_436,75.584206
test_437,72.22148
test_438,61.205624
test_439,71.20141
test_440,58.940872
test_441,66.91036
test_442,67.26424
test_443,59.0289
test_444,68.451775
test_445,79.92748
test_446,71.402016
test_447,65.23902
test_448,70.24133
test_449,74.195206
test_450,63.308655
test_451,78.755196
test_452,61.229134
test_453,57.813988
test_454,100.768394
test_455,87.43801
test_456,56.89544
test_457,61.262463
test_458,65.56156
test_459,71.61377
test_460,85.30349
test_461,79.431755
test_462,66.55919
test_463,87.184235
test_464,62.988304
test_465,80.65506
test_466,70.50657
test_467,65.17141
test_468,72.9592
test_469,78.78014
test_470,64.26975
test_471,65.39323
test_472,60.497902
test_473,76.48718
test_474,72.87474
test_475,60.804283
test_476,59.350952
test_477,66.311
test_478,66.08274
test_479,71.20478
test_480,79.23719
test_481,71.28633
test_482,60.310562
test_483,76.45844
test_484,71.05903
test_485,87.80598
test_486,67.6503
test_487,62.736626
test_488,66.51093
test_489,74.654205
test_490,73.14117
test_491,68.39723
test_492,78.827705
test_493,76.135124
test_494,69.493744
test_495,67.13007
test_496,72.76585
test_497,83.64962
test_498,60.507507
test_499,77.76689
test_500,68.42715
test_501,59.286873
test_502,62.81753
test_503,70.61693
test_504,87.537285
test_505,72.161095
test_506,71.62047
test_507,69.81393
test_508,74.63474
test_509,70.78871
test_510,57.87078
test_511,72.8185
test_512,67.71793
test_513,69.67863
test_514,59.650764
test_515,61.36094
test_516,62.02356
test_517,67.25417
test_518,73.9218
test_519,99.185005
test_520,66.17533
test_521,59.117126
test_522,61.94313
test_523,77.94988
test_524,61.427483
test_525,57.34671
test_526,71.84072
test_527,75.93409
test_528,84.221466
test_529,62.364265
test_530,79.13781
test_531,60.16627
test_532,60.814793
test_533,64.558136
test_534,63.13793
test_535,61.826298
test_536,70.9245
test_537,68.081024
test_538,73.95154
test_539,61.009872
test_540,66.46384
test_541,56.539505
test_542,60.911865
test_543,84.01656
test_544,57.568752
test_545,68.876015
test_546,66.36532
test_547,98.645
test_548,77.83015
test_549,76.843994
test_550,73.03067
test_551,66.52293
test_552,72.48617
test_553,50.03468
test_554,60.13701
test_555,80.50628
test_556,76.500626
test_557,71.09263
test_558,70.32543
test_559,86.73109
test_560,62.76053
test_561,61.283543
test_562,64.35353
test_563,61.746902
test_564,60.63361
test_565,72.61691
test_566,74.20906
test_567,88.90638
test_568,59.556465
test_569,83.76502
test_570,72.19166
test_571,72.069046
test_572,60.415733
test_573,65.69763
test_574,65.72578
test_575,58.368736
test_576,61.113956
test_577,66.57519
test_578,78.1558
test_579,66.152565
test_580,90.03914
test_581,84.35705
test_582,59.013527
test_583,62.780533
test_584,95.35252
test_585,73.261215
test_586,68.94359
test_587,89.980804
test_588,66.70585
test_589,61.126854
test_590,97.803535
test_591,67.14478
test_592,67.88645
test_593,63.39942
test_594,76.27349
test_595,58.926437
test_596,61.32924
test_597,70.26881
test_598,60.96859
test_599,58.853813
test_600,70.86069
test_601,61.228424
test_602,69.95018
test_603,71.97081
test_604,68.50263
test_605,78.26726
test_606,61.676125
test_607,62.896626
test_608,59.17273
test_609,69.2405
test_610,71.25178
test_611,65.408394
test_612,72.99074
test_613,69.96634
test_614,62.752098
test_615,59.88943
test_616,70.29159
test_617,60.200455
test_618,83.168785
test_619,68.84194
test_620,66.06506
test_621,68.163994
test_622,68.160194
test_623,89.26112
test_624,71.21213
test_625,79.424446
test_626,63.06321
test_627,66.30522
test_628,74.581314
test_629,66.178085
test_630,60.248787
test_631,73.44669
test_632,59.38485
test_633,73.58025
test_634,62.691193
test_635,60.143223
test_636,71.613106
test_637,62.03115
test_638,56.68995
test_639,60.747353
test_640,73.52486
test_641,88.01054
test_642,76.88647
test_643,61.58271
test_644,59.016403
test_645,75.213196
test_646,60.09289
test_647,73.43085
test_648,82.564285
test_649,82.08263
test_650,79.3342
test_651,65.215034
test_652,61.457626
test_653,62.882973
test_654,58.431618
test_655,64.50651
test_656,61.441055
test_657,68.50059
test_658,70.21518
test_659,59.45166
test_660,71.75753
test_661,58.91854
test_662,68.956215
test_663,61.863018
test_664,61.269928
test_665,75.13794
test_666,59.95627
test_667,69.83501
test_668,59.79466
test_669,81.81448
test_670,71.96923
test_671,71.152794
test_672,61.071342
test_673,93.07178
test_674,79.27892
test_675,54.810005
test_676,72.289665
test_677,72.10002
test_678,65.71947
test_679,75.28077
test_680,76.513985
test_681,60.554962
test_682,54.638733
test_683,63.88092
test_684,61.057343
test_685,69.730515
test_686,72.07924
test_687,66.7765
test_688,65.68772
test_689,73.27308
test_690,68.88697
test_691,80.152794
test_692,58.998573
test_693,71.37239
test_694,76.31901
test_695,102.43772
test_696,72.95694
test_697,73.555435
test_698,58.806286
test_699,65.18336
test_700,70.57058
test_701,90.12363
test_702,71.82992
test_703,68.034966
test_704,73.21733
test_705,66.158325
test_706,76.77535
test_707,61.168854
test_708,61.217545
test_709,74.399284
test_710,60.64299
test_711,71.407036
test_712,67.43444
test_713,74.14383
test_714,59.805965
test_715,67.2697
test_716,70.41282
test_717,56.99726
test_718,70.09421
test_719,72.90569
test_720,65.65323
test_721,71.43724
test_722,62.15125
test_723,68.85375
test_724,62.648064
test_725,68.56925
test_726,60.621296
test_727,61.35141
test_728,60.203335
test_729,92.09471
test_730,62.55259
test_731,70.90821
test_732,63.436855
test_733,62.076195
test_734,62.79293
test_735,73.48702
test_736,71.0807
test_737,60.707817
test_738,61.45459
test_739,64.500916
test_740,59.643154
test_741,74.81623
test_742,87.56724
test_743,87.89912
test_744,72.60275
test_745,61.702507
test_746,63.178246
test_747,69.294266
test_748,90.030014
test_749,67.911964
test_750,82.55633
test_751,60.47637
test_752,64.34099
test_753,64.28186
test_754,66.90946
test_755,60.959454
test_756,59.579124
test_757,57.068737
test_758,58.91274
test_759,62.636612
test_760,67.99691
test_761,70.35174
test_762,64.517784
test_763,76.5556
test_764,69.23123
test_765,57.5572
test_766,59.617607
test_767,67.877106
test_768,76.23776
test_769,58.8817
test_770,73.20696
test_771,70.64572
test_772,79.637115
test_773,68.31829
test_774,58.00393
test_775,61.354053
test_776,81.94331
test_777,62.627396
test_778,50.992332
test_779,63.33064
test_780,65.352104
test_781,84.50383
test_782,63.38789
test_783,57.746384
test_784,60.61641
test_785,62.005066
test_786,85.65638
test_787,60.46242
test_788,71.841324
test_789,60.056667
test_790,70.4983
test_791,62.900894
test_792,75.664536
test_793,70.69544
test_794,73.558586
test_795,53.031128
test_796,58.016212
test_797,68.50397
test_798,62.023205
test_799,63.48545
test_800,61.06085
test_801,68.88951
test_802,63.586563
test_803,72.0389
test_804,74.24793
test_805,73.98828
test_806,74.58756
test_807,62.45433
test_808,76.10198
test_809,73.58936
test_810,61.631474
test_811,67.20685
test_812,92.58025
test_813,67.89686
test_814,65.26237
test_815,96.86149
test_816,61.29683
test_817,63.208473
test_818,69.79574
test_819,89.231155
test_820,73.13192
test_821,73.28196
test_822,71.11294
test_823,71.76282
test_824,88.87281
test_825,74.11022
test_826,61.305824
test_827,61.974983
test_828,69.97574
test_829,66.29976
test_830,65.562096
test_831,67.027435
test_832,58.736374
test_833,82.203125
test_834,72.45346
test_835,64.39596
test_836,60.53267
test_837,73.707954
test_838,77.000084
test_839,69.084496
test_840,70.07519
test_841,70.94092
test_842,71.17501
test_843,61.58618
test_844,68.592476
test_845,72.541466
test_846,73.34062
test_847,59.6736
test_848,69.144325
test_849,76.7867
test_850,65.52403
test_851,71.96809
test_852,62.67677
test_853,75.4678
test_854,64.7957
test_855,60.530617
test_856,76.62585
test_857,74.03974
test_858,67.46247
test_859,71.084526
test_860,68.07924
test_861,67.03984
test_862,71.50263
test_863,60.396866
test_864,60.700462
test_865,70.25022
test_866,65.527794
test_867,63.476273
test_868,62.657722
test_869,67.649254
test_870,73.29329
test_871,78.38949
test_872,65.00234
test_873,70.30855
test_874,73.22749
test_875,59.006557
test_876,67.944214
test_877,75.28168
test_878,61.49719
test_879,68.22503
test_880,58.52242
test_881,61.265976
test_882,71.381065
test_883,66.32605
test_884,67.87341
test_885,69.63688
test_886,69.248665
test_887,74.68816
test_888,65.4502
test_889,68.788895
test_890,79.414314
test_891,70.53712
test_892,70.958885
test_893,74.01212
test_894,69.10394
test_895,61.804146
test_896,63.06611
test_897,74.57823
test_898,64.18176
test_899,70.84044
test_900,77.37333
test_901,56.49379
test_902,77.5017
test_903,68.713234
test_904,72.21592
test_905,76.40066
test_906,69.46751
test_907,70.08308
test_908,71.64814
test_909,58.311485
test_910,81.66018
test_911,72.57343
test_912,88.83898
test_913,74.63473
test_914,64.44922
test_915,58.26867
test_916,61.74512
test_917,64.159706
test_918,82.533554
test_919,66.753204
test_920,69.05467
test_921,67.814354
test_922,69.583534
test_923,73.33165
test_924,65.91476
test_925,78.569496
test_926,83.77989
test_927,57.693302
test_928,61.667934
test_929,77.02207
test_930,66.38979
test_931,71.57607
test_932,59.57894
test_933,63.954926
test_934,73.79554
test_935,60.574852
test_936,70.57159
test_937,61.32834
test_938,64.2531
test_939,62.80323
test_940,62.32527
test_941,83.316765
test_942,63.09532
test_943,70.939415
test_944,62.627945
test_945,60.76248
test_946,67.793976
test_947,63.855804
test_948,68.68985
test_949,60.12679
test_950,58.25351
test_951,63.413292
test_952,86.19448
test_953,78.862236
test_954,68.480934
test_955,70.6589
test_956,68.5195
test_957,60.602818
test_958,59.496376
test_959,61.19592
test_960,70.72196
test_961,75.5963
test_962,68.03851
test_963,76.18809
test_964,69.7479
test_965,78.05955
test_966,67.93315
test_967,67.798836
test_968,73.80595
test_969,65.01695
test_970,71.86682
test_971,65.42918
test_972,59.71899
test_973,66.41271
test_974,84.238335
test_975,59.87933
test_976,77.280396
test_977,89.07456
test_978,77.2701
test_979,66.28203
test_980,74.53152
test_981,76.70906
test_982,62.620785
test_983,57.86143
test_984,69.072395
test_985,73.16415
test_986,53.145767
test_987,72.899345
test_988,73.56488
test_989,72.980644
test_990,68.849304
test_991,68.58716
test_992,88.20605
test_993,60.519382
test_994,67.22057
test_995,73.11448
test_996,54.41063
test_997,71.40952
test_998,80.913956
test_999,57.884956
test_1000,60.4124
test_1001,61.5588
test_1002,73.635994
test_1003,72.50265
test_1004,78.26634
test_1005,71.71025
test_1006,73.78464
test_1007,69.261345
test_1008,103.5088
test_1009,78.53842
test_1010,67.35003
test_1011,67.86617
test_1012,65.356514
test_1013,64.399345
test_1014,57.582928
test_1015,75.898125
test_1016,69.88261
test_1017,95.31461
test_1018,63.574596
test_1019,64.597374
test_1020,72.3565
test_1021,101.62281
test_1022,70.42771
test_1023,58.13356
test_1024,68.61764
test_1025,75.11935
test_1026,59.404755
test_1027,81.41782
test_1028,74.01234
test_1029,75.612144
test_1030,60.739815
test_1031,59.917217
test_1032,61.526405
test_1033,68.066315
test_1034,69.84672
test_1035,61.8152
test_1036,58.91188
test_1037,69.68707
test_1038,64.5442
test_1039,66.575386
test_1040,64.30833
test_1041,60.968147
test_1042,71.95925
test_1043,58.135056
test_1044,98.85949
test_1045,71.58437
test_1046,59.11747
test_1047,62.74799
test_1048,61.07029
test_1049,64.31377
test_1050,72.315865
test_1051,75.042885
test_1052,70.8571
test_1053,59.092735
test_1054,79.92077
test_1055,59.598156
test_1056,68.53959
test_1057,72.34806
test_1058,73.81774
test_1059,84.27874
test_1060,100.21712
test_1061,86.74945
test_1062,66.24792
test_1063,57.917076
test_1064,72.127945
test_1065,68.77797
test_1066,73.43571
test_1067,67.070854
test_1068,102.31157
test_1069,78.62888
test_1070,60.49904
test_1071,69.070564
test_1072,63.17125
test_1073,60.65233
test_1074,76.83596
test_1075,67.51161
test_1076,59.27906
test_1077,75.20881
test_1078,73.51621
test_1079,61.12281
test_1080,67.34253
test_1081,90.32888
test_1082,68.78596
test_1083,70.59658
test_1084,74.62928
test_1085,64.784096
test_1086,61.911568
test_1087,68.279816
test_1088,76.32638
test_1089,61.268105
test_1090,73.77201
test_1091,61.308064
test_1092,60.16469
test_1093,58.98918
test_1094,60.904957
test_1095,71.8275
test_1096,74.57639
test_1097,64.75452
test_1098,67.49471
test_1099,68.97454
test_1100,61.445446
test_1101,59.202785
test_1102,71.33119
test_1103,61.067955
test_1104,77.54264
test_1105,68.30255
test_1106,89.28613
test_1107,65.11714
test_1108,73.65355
test_1109,78.24141
test_1110,68.38801
test_1111,71.78972
test_1112,62.945496
test_1113,63.086807
test_1114,62.574646
test_1115,59.32115
test_1116,74.8414
test_1117,58.28677
test_1118,70.01778
test_1119,64.071915
test_1120,58.775246
test_1121,50.71245
test_1122,71.44776
test_1123,69.94953
test_1124,73.84371
test_1125,62.801258
test_1126,70.20136
test_1127,60.91753
test_1128,67.17416
test_1129,74.00274
test_1130,60.050407
test_1131,60.706352
test_1132,58.4255
test_1133,69.226875
test_1134,52.452694
test_1135,60.796394
test_1136,72.16
test_1137,69.24225
test_1138,74.85801
test_1139,69.630974
test_1140,64.90071
test_1141,82.25799
test_1142,69.19113
test_1143,58.24116
test_1144,76.77897
test_1145,57.12921
test_1146,88.206566
test_1147,62.457176
test_1148,68.20205
test_1149,75.24935
test_1150,61.785896
test_1151,84.142845
test_1152,74.11049
test_1153,74.89384
test_1154,65.38105
test_1155,58.72695
test_1156,79.76975
test_1157,54.13481
test_1158,66.17694
test_1159,77.33378
test_1160,69.52018
test_1161,66.19168
test_1162,70.76591
test_1163,63.170105
test_1164,58.07035
test_1165,73.24625
test_1166,72.578705
test_1167,91.79766
test_1168,62.11637
test_1169,65.505905
test_1170,57.09999
test_1171,62.85119
test_1172,72.55935
test_1173,63.89556
test_1174,70.26747
test_1175,83.373055
test_1176,60.64885
test_1177,61.72695
test_1178,62.876137
test_1179,79.385956
test_1180,58.322037
test_1181,63.683434
test_1182,64.1068
test_1183,65.686264
test_1184,60.172813
test_1185,72.64391
test_1186,60.92414
test_1187,61.36772
test_1188,68.93481
test_1189,64.83386
test_1190,72.05529
test_1191,62.321533
test_1192,66.990944
test_1193,69.90539
test_1194,65.81931
test_1195,70.06617
test_1196,54.860023
test_1197,60.848892
test_1198,88.56004
test_1199,74.46412
test_1200,64.12192
test_1201,59.116203
test_1202,52.72363
test_1203,70.77947
test_1204,71.53645
test_1205,62.146114
test_1206,61.618008
test_1207,62.30953
test_1208,62.547928
test_1209,67.67043
test_1210,62.731194
test_1211,60.120895
test_1212,51.882454
test_1213,64.18787
test_1214,70.967606
test_1215,60.591984
test_1216,65.50343
test_1217,55.396618
test_1218,60.881294
test_1219,60.51006
test_1220,74.42649
test_1221,59.21766
test_1222,71.29231
test_1223,54.750954
test_1224,69.82025
test_1225,74.78563
test_1226,61.156883
test_1227,68.87938
test_1228,70.44049
test_1229,85.97715
test_1230,81.18347
test_1231,60.463802
test_1232,73.645775
test_1233,70.57717
test_1234,60.418495
test_1235,60.973526
test_1236,62.565315
test_1237,65.5702
test_1238,72.83051
test_1239,71.3427
test_1240,72.001396
test_1241,62.43788
test_1242,72.87408
test_1243,72.07494
test_1244,72.870415
test_1245,59.853897
test_1246,52.15242
test_1247,61.359608
test_1248,67.76536
test_1249,66.71954
test_1250,63.10553
test_1251,69.905106
test_1252,80.02115
test_1253,71.984436
test_1254,61.588924
test_1255,62.904675
test_1256,70.33827
test_1257,52.73085
test_1258,67.74737
test_1259,68.39737
test_1260,71.341576
test_1261,67.311035
test_1262,60.54978
test_1263,63.593582
test_1264,77.02594
test_1265,57.36441
test_1266,68.98923
test_1267,76.3651
test_1268,73.12017
test_1269,60.164154
test_1270,62.20176
test_1271,61.96865
test_1272,59.677567
test_1273,72.69577
test_1274,63.492985
test_1275,64.57816
test_1276,66.738106
test_1277,62.648643
test_1278,61.572132
test_1279,66.65654
test_1280,99.65738
test_1281,72.105515
test_1282,71.87562
test_1283,70.57477
test_1284,65.06618
test_1285,60.743973
test_1286,70.18772
test_1287,67.79629
test_1288,71.20081
test_1289,61.653465
test_1290,71.86509
test_1291,69.22185
test_1292,67.03225
test_1293,69.48252
test_1294,71.829094
test_1295,74.5009
test_1296,68.90764
test_1297,86.020515
test_1298,69.44985
test_1299,59.34179
test_1300,58.56499
test_1301,65.40867
test_1302,62.969116
test_1303,60.254333
test_1304,76.00887
test_1305,68.8849
test_1306,63.046707
test_1307,64.738655
test_1308,57.04486
test_1309,67.462944
test_1310,72.71302
test_1311,66.65159
test_1312,71.45118
test_1313,78.83608
test_1314,74.2831
test_1315,62.22973
test_1316,60.77246
test_1317,71.691475
test_1318,73.23293
test_1319,72.59849
test_1320,63.066086
test_1321,77.606346
test_1322,64.56151
test_1323,74.0951
test_1324,85.21706
test_1325,56.180954
test_1326,58.773514
test_1327,61.93089
test_1328,70.45645
test_1329,61.33732
test_1330,59.78323
test_1331,63.414886
test_1332,68.13099
test_1333,55.51672
test_1334,68.842064
test_1335,68.44737
test_1336,78.98927
test_1337,60.413006
test_1338,72.53002
test_1339,58.891342
test_1340,76.42304
test_1341,63.14353
test_1342,67.242615
test_1343,67.60448
test_1344,66.20003
test_1345,85.63003
test_1346,68.49167
test_1347,84.5492
test_1348,62.721924
test_1349,59.329597
test_1350,74.27805
test_1351,73.511406
test_1352,73.82722
test_1353,66.871574
test_1354,66.17549
test_1355,58.566044
test_1356,65.82773
test_1357,62.20849
test_1358,82.55111
test_1359,71.52151
test_1360,67.17776
test_1361,90.19049
test_1362,61.01976
test_1363,75.17828
test_1364,61.824955
test_1365,75.46772
test_1366,62.14766
test_1367,77.439384
test_1368,61.34343
test_1369,63.330036
test_1370,66.69904
test_1371,72.26627
test_1372,76.80608
test_1373,76.006004
test_1374,93.42596
test_1375,59.707687
test_1376,63.54317
test_1377,84.66038
test_1378,77.66699
test_1379,67.344154
test_1380,65.07919
test_1381,66.30953
test_1382,66.76237
test_1383,70.98347
test_1384,62.448944
test_1385,82.16714
test_1386,80.37677
test_1387,80.014336
test_1388,75.02306
test_1389,71.95225
test_1390,62.182808
test_1391,76.19864
test_1392,59.030846
test_1393,61.983467
test_1394,72.186584
test_1395,68.59868
test_1396,78.72616
test_1397,66.02154
test_1398,80.24825
test_1399,67.20707
test_1400,61.405643
test_1401,57.718838
test_1402,76.04035
test_1403,69.95078
test_1404,80.540985
test_1405,67.067726
test_1406,63.83723
test_1407,72.14513
test_1408,56.80381
test_1409,69.8529
test_1410,72.93112
test_1411,76.48344
test_1412,72.60594
test_1413,68.444305
test_1414,76.854675
test_1415,72.20493
test_1416,58.8854
test_1417,68.6664
test_1418,67.0436
test_1419,100.60346
test_1420,70.40122
test_1421,62.71848
test_1422,76.878204
test_1423,56.60071
test_1424,72.34319
test_1425,74.446365
test_1426,71.80403
test_1427,61.49475
test_1428,62.5496
test_1429,79.88502
test_1430,90.76461
test_1431,60.818542
test_1432,63.3296
test_1433,71.86538
test_1434,70.06066
test_1435,60.46086
test_1436,60.40102
test_1437,71.4205
test_1438,73.87595
test_1439,71.77847
test_1440,87.75422
test_1441,76.40453
test_1442,57.256996
test_1443,76.05389
test_1444,72.2856
test_1445,74.24754
test_1446,62.913605
test_1447,78.50853
test_1448,72.245544
test_1449,62.874653
test_1450,70.13695
test_1451,89.90042
test_1452,68.96928
test_1453,61.871414
test_1454,58.99247
test_1455,63.337734
test_1456,64.1478
test_1457,90.13646
test_1458,73.187805
test_1459,59.302975
test_1460,59.057983
test_1461,70.135765
test_1462,62.78731
test_1463,75.35735
test_1464,73.66319
test_1465,69.929794
test_1466,77.96223
test_1467,62.602074
test_1468,64.938126
test_1469,76.215195
test_1470,61.40834
test_1471,76.41553
test_1472,59.958023
test_1473,70.87713
test_1474,63.67444
test_1475,65.426735
test_1476,62.228634
test_1477,66.34141
test_1478,60.28293
test_1479,61.008575
test_1480,68.19489
test_1481,73.5226
test_1482,67.346695
test_1483,71.38789
test_1484,64.25492
test_1485,59.6168
test_1486,73.78895
test_1487,60.92256
test_1488,67.39951
test_1489,67.81271
test_1490,69.21764
test_1491,73.524025
test_1492,66.4342
test_1493,66.8805
test_1494,65.03232
test_1495,60.11328
test_1496,75.02126
test_1497,64.812065
